station_origin,station_destination,flows,population,jobs,distance
Upney,Waterloo,21,1741,23466,17483.911969549827
Upney,Wembley Park,1,1741,5759,30181.49832340985
Upney,West Brompton,3,1741,5859,24240.02344754684
Upney,West Ham,57,1741,5487,7343.436261875156
Upney,West Hampstead,2,1741,5856,23596.065881477247
Upney,West Kensington,1,1741,1345,24616.69343328377
Upney,Westbourne Park,0,1741,1347,23904.466423793576
Upney,Westminster,14,1741,15466,18334.254530053542
Upney,White City,5,1741,5966,25987.101489847737
Upney,Whitechapel,110,1741,17633,12298.754291620038
Upney,Willesden Green,1,1741,830,25796.72053022158
Upney,Willesden Junction,0,1741,4165,27160.535516056912
Upney,Wimbledon,8,1741,6295,32584.415697146807
Upney,Wood Green,0,1741,2146,22176.987186564544
Upney,Woodford,4,1741,706,17498.138636153566
Upper Holloway,Acton Central,2,372,750,12178.368894660667
Upper Holloway,Barking,44,372,7004,17338.876191224455
Upper Holloway,Blackhorse Road,24,372,2955,6871.419161510127
Upper Holloway,Brondesbury,4,372,712,5739.113268875701
Upper Holloway,Brondesbury Park,5,372,895,6481.284019236091
Upper Holloway,Camden Road,0,372,3784,3889.5705324805717
Upper Holloway,Cheshunt,0,372,116,23934.89779943673
Upper Holloway,Chingford,0,372,237,15237.18609481487
Upper Holloway,Clapham Junction,2,372,4969,19344.550546825365
Upper Holloway,Crouch Hill,3,372,404,1214.9017251519392
Upper Holloway,Dalston Kingsland,0,372,2091,8629.985082396337
Upper Holloway,Edmonton Green,0,372,783,14383.203645742711
Upper Holloway,Finchley Road & Frognal,15,372,1529,4259.25371659006
Upper Holloway,Gospel Oak,35,372,2025,1900.197066466029
Upper Holloway,Gunnersbury,9,372,4775,14347.67988469374
Upper Holloway,Hackney Central,1,372,2440,9919.72118270331
Upper Holloway,Hackney Wick,0,372,1263,12298.642980192595
Upper Holloway,Hampstead Heath,6,372,2792,2838.742169037501
Upper Holloway,Harlesden,0,372,1668,10257.211520171424
Upper Holloway,Harringay Green Lanes,15,372,544,2721.5124126679884
Upper Holloway,Harrow & Wealdstone,0,372,1335,18921.728472380713
Upper Holloway,Highams Park,0,372,390,12377.313245985017
Upper Holloway,Highbury & Islington,0,372,25385,6467.711435154087
Upper Holloway,Homerton,0,372,1998,10955.3109034441
Upper Holloway,Imperial Wharf,2,372,2049,17140.822764755198
Upper Holloway,Kensal Rise,7,372,1376,7483.79339839124
Upper Holloway,Kensington,5,372,2252,14017.98779549759
Upper Holloway,Kentish Town West,0,372,1128,2991.3395521552115
Upper Holloway,Kew Gardens,2,372,792,16127.902363045367
Upper Holloway,Leyton Midland Road,18,372,445,10076.055379312998
Upper Holloway,Leytonstone High Road,9,372,314,11290.15402390631
Upper Holloway,North Wembley,0,372,365,14818.346926185648
Upper Holloway,Richmond,8,372,5397,18296.022598783846
Upper Holloway,Shepherd's Bush,12,372,9890,13019.27062145382
Upper Holloway,Silver Street,2,372,953,13184.75963292926
Upper Holloway,South Acton,3,372,975,13330.865673237036
Upper Holloway,South Tottenham,28,372,552,4580.305996009645
Upper Holloway,Southbury,0,372,538,17353.684212771703
Upper Holloway,Stonebridge Park,0,372,729,11752.15073540388
Upper Holloway,Stratford,3,372,55954,13871.561866557393
Upper Holloway,Turkey Street,0,372,458,20055.258323441696
Upper Holloway,Walthamstow Queens Road,49,372,1267,8294.092369842656
Upper Holloway,Wanstead Park,25,372,416,13209.451718878507
Upper Holloway,Wembley Central,0,372,1327,13470.241951903214
Upper Holloway,West Brompton,1,372,5859,15563.65807167579
Upper Holloway,West Hampstead,12,372,5856,4889.897899331082
Upper Holloway,White Hart Lane,0,372,641,11984.839413933965
Upper Holloway,Willesden Junction,6,372,4165,9112.997520001698
Upper Holloway,Wood Street,0,372,404,9798.122841657789
Upper Holloway,Woodgrange Park,15,372,242,14530.233554585422
Upton Park,Acton Town,3,5963,2202,25355.397528924892
Upton Park,Aldgate East,147,5963,7932,8169.601761828584
Upton Park,Alperton,0,5963,741,30328.43513677195
Upton Park,Amersham,0,5963,256,53234.74340646862
Upton Park,Angel,33,5963,8103,11943.661619329958
Upton Park,Archway,4,5963,2193,17868.651139013975
Upton Park,Arnos Grove,0,5963,748,20613.87802545889
Upton Park,Arsenal,0,5963,315,14158.380442599402
Upton Park,Baker Street,31,5963,14973,15081.886654265527
Upton Park,Balham,4,5963,3814,19129.635647843817
Upton Park,Bank and Monument,131,5963,78549,9848.539269063167
Upton Park,Barbican,76,5963,9134,10276.804220817026
Upton Park,Barking,262,5963,7004,3725.1808033441075
Upton Park,Barkingside,2,5963,262,15513.605679236969
Upton Park,Barons Court,7,5963,2956,20084.944248848562
Upton Park,Becontree,19,5963,456,7019.6166442100575
Upton Park,Belsize Park,1,5963,2255,16864.46760056649
Upton Park,Bermondsey,37,5963,3172,10394.855445026518
Upton Park,Bethnal Green,77,5963,4660,7089.2874276231905
Upton Park,Blackfriars,72,5963,10849,11086.275662708234
Upton Park,Bond Street,65,5963,20967,14584.326526024019
Upton Park,Borough,4,5963,3254,11249.83155492664
Upton Park,Boston Manor,0,5963,892,28867.065457195735
Upton Park,Bounds Green,2,5963,778,19259.630598696283
Upton Park,Bow Road,63,5963,1193,4471.9732867911525
Upton Park,Brent Cross,2,5963,450,21943.228474560245
Upton Park,Brixton,18,5963,5084,16696.384139408077
Upton Park,Bromley-by-Bow,86,5963,1613,3463.208278634102
Upton Park,Buckhurst Hill,3,5963,228,14739.240653666007
Upton Park,Burnt Oak,1,5963,649,26535.743804107246
Upton Park,Caledonian Road,2,5963,1803,14630.329190309807
Upton Park,Camden Town,10,5963,6348,14832.611325360178
Upton Park,Canada Water,57,5963,20443,9405.353807657622
Upton Park,Canary Wharf,273,5963,58772,6803.533357821722
Upton Park,Canning Town,92,5963,15428,3946.002601435424
Upton Park,Cannon Street,38,5963,4698,10177.84695207149
Upton Park,Canons Park,0,5963,526,31326.9313104134
Upton Park,Chalk Farm,3,5963,1329,15826.377202233623
Upton Park,Chancery Lane,86,5963,15391,11793.188766778272
Upton Park,Charing Cross,2,5963,7016,12973.205561521861
Upton Park,Chigwell,2,5963,148,15986.71528766998
Upton Park,Chiswick Park,3,5963,1517,24083.241730918282
Upton Park,Clapham Common,6,5963,2020,16704.716511162955
Upton Park,Clapham North,1,5963,1238,16061.962443553275
Upton Park,Clapham South,3,5963,1513,17957.02347500632
Upton Park,Cockfosters,0,5963,262,25802.61070700609
Upton Park,Colindale,4,5963,2081,25229.34404807414
Upton Park,Colliers Wood,2,5963,865,22460.069335835076
Upton Park,Covent Garden,3,5963,4355,12991.588041604835
Upton Park,Dagenham East,26,5963,649,9726.998641368024
Upton Park,Dagenham Heathway,68,5963,1108,8447.79325538346
Upton Park,Debden,4,5963,865,18626.79303912428
Upton Park,Dollis Hill,3,5963,847,22332.271423531314
Upton Park,Ealing Broadway,20,5963,4846,27460.612971719205
Upton Park,Ealing Common,1,5963,915,26382.009863492483
Upton Park,Earl's Court,27,5963,6613,18580.17162980872
Upton Park,East Acton,5,5963,1505,22851.775371705116
Upton Park,East Finchley,3,5963,1253,21207.850913438582
Upton Park,East Ham,60,5963,2062,1300.266286168506
Upton Park,East Putney,3,5963,1877,22845.606780329177
Upton Park,Eastcote,0,5963,364,34352.14469036566
Upton Park,Edgware,0,5963,772,28053.858283361682
Upton Park,Edgware Road,27,5963,6868,16116.705511656448
Upton Park,Elephant & Castle,30,5963,6427,12070.951046696238
Upton Park,Elm Park,13,5963,269,12022.788789896566
Upton Park,Embankment,72,5963,10220,12632.879730698602
Upton Park,Epping,4,5963,498,24574.18033130876
Upton Park,Euston,9,5963,16800,13459.035224377629
Upton Park,Euston Square,65,5963,8093,13635.135669366437
Upton Park,Fairlop,7,5963,182,16682.311735396223
Upton Park,Farringdon,122,5963,25592,10737.706690404915
Upton Park,Finchley Central,3,5963,1921,23578.38987597527
Upton Park,Finchley Road,11,5963,3417,18616.471735409617
Upton Park,Finsbury Park,5,5963,6769,13385.6299248668
Upton Park,Fulham Broadway,7,5963,4200,20090.3017351369
Upton Park,Gants Hill,7,5963,601,12025.317089235918
Upton Park,Gloucester Road,24,5963,5194,17670.06959937746
Upton Park,Golders Green,6,5963,1871,20428.14001956059
Upton Park,Goldhawk Road,1,5963,370,21796.85297458167
Upton Park,Goodge Street,7,5963,6457,13800.172812444987
Upton Park,Grange Hill,0,5963,76,17333.618540709944
Upton Park,Great Portland Street,50,5963,6936,14255.082538529912
Upton Park,Green Park,42,5963,26754,14322.61354738136
Upton Park,Greenford,4,5963,1157,30312.85251134312
Upton Park,Gunnersbury,9,5963,4775,24680.17140498035
Upton Park,Hainault,2,5963,356,17560.976155925793
Upton Park,Hammersmith,24,5963,18250,20978.762147935413
Upton Park,Hampstead,3,5963,2010,18042.454551382165
Upton Park,Hanger Lane,4,5963,1493,26486.556863555335
Upton Park,Harlesden,5,5963,1668,23212.276921960824
Upton Park,Harrow & Wealdstone,0,5963,1335,31876.79387417011
Upton Park,Harrow-on-the-Hill,4,5963,3019,29926.901538870447
Upton Park,Hatton Cross,1,5963,1219,37423.47577579697
Upton Park,Heathrow Terminal 4,0,5963,693,39299.80844186652
Upton Park,Heathrow Terminal 5,0,5963,975,42291.386976960996
Upton Park,Heathrow Terminals 2 & 3,3,5963,2406,39836.15492179592
Upton Park,Hendon Central,11,5963,1878,23076.8487585331
Upton Park,High Barnet,1,5963,953,29831.392967414333
Upton Park,High Street Kensington,10,5963,5427,18675.175353908995
Upton Park,Highbury & Islington,0,5963,25385,11328.309815364575
Upton Park,Highgate,2,5963,856,19458.84884487708
Upton Park,Holborn,78,5963,22346,12358.66369357436
Upton Park,Holland Park,9,5963,2063,18682.49188819458
Upton Park,Holloway Road,7,5963,1696,14825.091985656883
Upton Park,Hornchurch,20,5963,451,13567.155936739897
Upton Park,Hounslow Central,3,5963,708,33140.9759661793
Upton Park,Hounslow East,1,5963,843,32395.299442390715
Upton Park,Hounslow West,2,5963,401,34620.04346561379
Upton Park,Hyde Park Corner,2,5963,2410,15102.483674739691
Upton Park,Kennington,3,5963,1161,12910.50332141205
Upton Park,Kensal Green,0,5963,472,20715.8391162009
Upton Park,Kensington,0,5963,2252,20126.840358270896
Upton Park,Kentish Town,2,5963,3404,16110.542541001432
Upton Park,Kew Gardens,0,5963,792,26460.393883331977
Upton Park,Kilburn,4,5963,1953,19901.133575024327
Upton Park,Kilburn Park,2,5963,823,19477.302663456
Upton Park,King's Cross St. Pancras,86,5963,33330,12595.681667335853
Upton Park,Kingsbury,3,5963,1018,28387.673615319778
Upton Park,Knightsbridge,20,5963,6821,15686.425007643124
Upton Park,Ladbroke Grove,6,5963,2131,19617.915677103614
Upton Park,Lambeth North,2,5963,1319,12965.117731900864
Upton Park,Lancaster Gate,7,5963,1820,16486.329306455274
Upton Park,Latimer Road,3,5963,1109,20277.479724322035
Upton Park,Leicester Square,9,5963,8847,13357.110233482166
Upton Park,Leyton,7,5963,1447,6055.798781829164
Upton Park,Leytonstone,19,5963,1844,7719.664803264129
Upton Park,Liverpool Street,195,5963,61122,9135.448052729867
Upton Park,London Bridge,88,5963,29930,10735.250703280837
Upton Park,Loughton,5,5963,655,16574.69624125034
Upton Park,Maida Vale,3,5963,949,18625.53068565265
Upton Park,Manor House,1,5963,1311,14501.755400514234
Upton Park,Mansion House,41,5963,7815,10426.022139548482
Upton Park,Marble Arch,36,5963,6145,15267.750408764648
Upton Park,Marylebone,5,5963,4250,15620.175985597107
Upton Park,Mile End,72,5963,3759,5096.891675576264
Upton Park,Mill Hill East,0,5963,681,25100.570370748366
Upton Park,Moorgate,64,5963,24574,9569.528071703584
Upton Park,Morden,5,5963,1447,25071.738025750055
Upton Park,Mornington Crescent,3,5963,2927,14242.411078479141
Upton Park,Neasden,2,5963,732,23117.839610324754
Upton Park,Newbury Park,2,5963,559,14383.070493533629
Upton Park,North Acton,12,5963,3168,24032.281381619778
Upton Park,North Greenwich,70,5963,6276,5745.888952581316
Upton Park,North Harrow,0,5963,190,31906.490538283124
Upton Park,North Wembley,2,5963,365,27773.41232797505
Upton Park,Northfields,2,5963,864,27936.2350546413
Upton Park,Northolt,4,5963,663,32131.256254898777
Upton Park,Northwick Park,2,5963,1713,28623.785308320927
Upton Park,Northwood,0,5963,1018,37169.450610849286
Upton Park,Northwood Hills,0,5963,488,35582.810570254616
Upton Park,Notting Hill Gate,19,5963,5490,17982.772751455544
Upton Park,Oakwood,1,5963,423,24458.656722133637
Upton Park,Old Street,37,5963,15897,10423.03479509777
Upton Park,Osterley,0,5963,521,31427.823160469066
Upton Park,Oval,6,5963,2544,13825.648641815718
Upton Park,Oxford Circus,96,5963,44368,14029.996241868743
Upton Park,Paddington,38,5963,20198,16905.319356817752
Upton Park,Parsons Green,5,5963,2711,20792.632732466107
Upton Park,Perivale,2,5963,532,28716.444111971985
Upton Park,Piccadilly Circus,15,5963,13641,13545.006212599228
Upton Park,Pimlico,4,5963,5585,15979.659583847426
Upton Park,Pinner,0,5963,292,33424.20485967499
Upton Park,Plaistow,40,5963,1049,1321.1103814031264
Upton Park,Preston Road,2,5963,411,26890.66913196991
Upton Park,Putney Bridge,7,5963,2494,21787.071569112966
Upton Park,Queen's Park,2,5963,2167,19331.240218471292
Upton Park,Queensbury,0,5963,439,29633.659262714657
Upton Park,Queensway,13,5963,1882,17344.46217374203
Upton Park,Ravenscourt Park,2,5963,1895,21818.852485223175
Upton Park,Rayners Lane,1,5963,426,32532.827666861085
Upton Park,Redbridge,2,5963,198,10567.57569321899
Upton Park,Regent's Park,2,5963,3364,15008.02999054995
Upton Park,Richmond,19,5963,5397,28628.514119070456
Upton Park,Royal Oak,5,5963,856,17842.60181732571
Upton Park,Russell Square,11,5963,5172,13065.085119331781
Upton Park,Seven Sisters,0,5963,10191,14147.316052808133
Upton Park,Shepherd's Bush,36,5963,9890,19594.152548866943
Upton Park,Shepherd's Bush Market,1,5963,416,21357.573152823254
Upton Park,Sloane Square,37,5963,8229,15745.54234077767
Upton Park,Snaresbrook,2,5963,512,9377.87386692581
Upton Park,South Ealing,1,5963,670,27483.29868926669
Upton Park,South Harrow,0,5963,387,34338.35641791005
Upton Park,South Kensington,48,5963,15325,16918.747966320454
Upton Park,South Kenton,0,5963,261,28709.14721328559
Upton Park,South Ruislip,1,5963,289,34455.19216190485
Upton Park,South Wimbledon,9,5963,1361,23538.512466986427
Upton Park,South Woodford,8,5963,766,10693.72223016666
Upton Park,Southfields,2,5963,1351,24476.45415896728
Upton Park,Southgate,1,5963,874,22593.026934317106
Upton Park,Southwark,57,5963,10326,11833.581566388968
Upton Park,St. James's Park,66,5963,13339,13802.520242146331
Upton Park,St. John's Wood,10,5963,3982,17220.784467037418
Upton Park,St. Paul's,65,5963,13446,10698.051195035914
Upton Park,Stamford Brook,2,5963,784,22528.130925163277
Upton Park,Stanmore,2,5963,983,32746.554832274505
Upton Park,Stepney Green,55,5963,1879,6126.138649583622
Upton Park,Stockwell,2,5963,1623,15109.666662329486
Upton Park,Stonebridge Park,1,5963,729,24707.21613719328
Upton Park,Stratford,164,5963,55954,3924.459383961268
Upton Park,Sudbury Hill,0,5963,277,33605.77160908587
Upton Park,Swiss Cottage,5,5963,2598,18190.703713259667
Upton Park,Temple,44,5963,6780,11838.304583793974
Upton Park,Theydon Bois,1,5963,98,21948.796219298325
Upton Park,Tooting Bec,3,5963,1239,20104.768274332928
Upton Park,Tooting Broadway,10,5963,4506,21179.691601154293
Upton Park,Tottenham Court Road,69,5963,19126,13155.710210595564
Upton Park,Tottenham Hale,0,5963,3239,15300.872782557928
Upton Park,Totteridge & Whetstone,0,5963,287,27238.78106061574
Upton Park,Tower Hill,41,5963,8286,9008.824574821105
Upton Park,Tufnell Park,1,5963,557,16875.126318377334
Upton Park,Turnham Green,2,5963,1515,23132.885032428385
Upton Park,Turnpike Lane,1,5963,992,16823.392134317393
Upton Park,Upminster,9,5963,1132,16104.833745179016
Upton Park,Upminster Bridge,27,5963,568,14794.089911014966
Upton Park,Upney,28,5963,485,5092.472594265819
Upton Park,Uxbridge,6,5963,4316,41211.7350876218
Upton Park,Vauxhall,22,5963,16242,16616.50458161727
Upton Park,Victoria,37,5963,33251,14579.807616814878
Upton Park,Walthamstow Central,0,5963,5271,15063.043160900972
Upton Park,Wanstead,1,5963,419,9387.170639681915
Upton Park,Warren Street,7,5963,17309,14005.221643154844
Upton Park,Warwick Avenue,2,5963,1174,17837.93336490976
Upton Park,Waterloo,108,5963,23466,12391.439375284008
Upton Park,Wembley Central,1,5963,1327,26425.307353692617
Upton Park,Wembley Park,7,5963,5759,25470.957458850287
Upton Park,West Acton,2,5963,488,25843.736933298263
Upton Park,West Brompton,14,5963,5859,19147.550853281024
Upton Park,West Ham,426,5963,5487,2250.9636676093364
Upton Park,West Hampstead,7,5963,5856,18885.525016917683
Upton Park,West Harrow,1,5963,122,31168.747877990387
Upton Park,West Kensington,5,5963,1345,19524.220839017955
Upton Park,Westbourne Park,4,5963,1347,18811.99382952776
Upton Park,Westminster,49,5963,15466,13241.781935787725
Upton Park,White City,14,5963,5966,20894.628895581922
Upton Park,Whitechapel,601,5963,17633,7206.2816973542185
Upton Park,Willesden Green,1,5963,830,21086.179665662017
Upton Park,Willesden Junction,2,5963,4165,22068.062921791097
Upton Park,Wimbledon,26,5963,6295,27491.943102880992
Upton Park,Wimbledon Park,3,5963,596,25836.070083392755
Upton Park,Wood Green,3,5963,2146,17754.205288441248
Upton Park,Wood Lane,2,5963,1578,20831.324645353303
Upton Park,Woodford,9,5963,706,12405.666041887745
Upton Park,Woodside Park,2,5963,745,25761.672728028614
Uxbridge,Acton Town,21,2764,2202,20220.257480454187
Uxbridge,Aldgate,60,2764,7782,33210.12832493368
Uxbridge,Aldgate East,1,2764,7932,33453.90586168225
Uxbridge,Alperton,27,2764,741,15247.219872607133
Uxbridge,Amersham,1,2764,256,34592.675416349506
Uxbridge,Angel,7,2764,8103,30208.125217699453
Uxbridge,Archway,3,2764,2193,34300.795427853096
Uxbridge,Arnos Grove,0,2764,748,39168.99348235152
Uxbridge,Arsenal,0,2764,315,32344.478216273463
Uxbridge,Baker Street,50,2764,14973,26541.62096924531
Uxbridge,Balham,1,2764,3814,38287.27050224932
Uxbridge,Bank and Monument,9,2764,78549,32496.63576671016
Uxbridge,Barbican,40,2764,9134,31346.70340269381
Uxbridge,Barking,0,2764,7004,44554.98416125962
Uxbridge,Barkingside,0,2764,262,48876.421998936225
Uxbridge,Barons Court,14,2764,2956,25490.710760530517
Uxbridge,Bayswater,2,2764,615,30006.97780185781
Uxbridge,Becontree,0,2764,456,47849.420002125575
Uxbridge,Bermondsey,2,2764,3172,34807.30797477963
Uxbridge,Bethnal Green,2,2764,4660,34896.31268592973
Uxbridge,Blackfriars,2,2764,10849,31737.724502814945
Uxbridge,Blackhorse Road,0,2764,2955,34087.52713154531
Uxbridge,Bond Street,30,2764,20967,28285.862067828897
Uxbridge,Borough,1,2764,3254,33234.100225318485
Uxbridge,Boston Manor,2,2764,892,23731.92540872503
Uxbridge,Bounds Green,1,2764,778,37814.74605558892
Uxbridge,Bow Road,1,2764,1193,37151.53433671968
Uxbridge,Brixton,4,2764,5084,35854.01899381357
Uxbridge,Bromley-by-Bow,1,2764,1613,38160.29934487673
Uxbridge,Caledonian Road,4,2764,1803,31062.47347914893
Uxbridge,Camden Town,3,2764,6348,31264.7556141993
Uxbridge,Canada Water,9,2764,20443,35796.80961214853
Uxbridge,Canary Wharf,52,2764,58772,37883.96539015151
Uxbridge,Canning Town,10,2764,15428,39931.72641641167
Uxbridge,Cannon Street,3,2764,4698,32646.153213451693
Uxbridge,Canons Park,4,2764,526,21596.751480334613
Uxbridge,Chalfont & Latimer,0,2764,554,31207.009119009555
Uxbridge,Chalk Farm,0,2764,1329,32258.521491072748
Uxbridge,Chancery Lane,5,2764,15391,30551.986268995053
Uxbridge,Charing Cross,18,2764,7016,29850.79460400132
Uxbridge,Chesham,1,2764,243,37522.89410751853
Uxbridge,Chiswick Park,3,2764,1517,21495.188808462786
Uxbridge,Chorleywood,1,2764,702,27694.154833369324
Uxbridge,Clapham Common,1,2764,2020,35862.35136556845
Uxbridge,Clapham North,0,2764,1238,35219.59729795877
Uxbridge,Clapham South,0,2764,1513,37114.65832941182
Uxbridge,Cockfosters,0,2764,262,44357.72616389872
Uxbridge,Colliers Wood,1,2764,865,41617.704190240576
Uxbridge,Covent Garden,6,2764,4355,30019.19926178669
Uxbridge,Croxley,2,2764,340,23655.689388961462
Uxbridge,Dagenham East,0,2764,649,50556.80199928354
Uxbridge,Dagenham Heathway,0,2764,1108,49277.59661329898
Uxbridge,Debden,0,2764,865,51989.60935882354
Uxbridge,Dollis Hill,7,2764,847,18879.46366409047
Uxbridge,Ealing Broadway,2,2764,4846,20758.9194093585
Uxbridge,Ealing Common,8,2764,915,19193.645145886596
Uxbridge,Earl's Court,26,2764,6613,26995.48337957036
Uxbridge,East Acton,0,2764,1505,25367.757009372588
Uxbridge,East Finchley,0,2764,1253,37639.99520227771
Uxbridge,East Ham,0,2764,2062,42512.00137379029
Uxbridge,East Putney,3,2764,1877,31260.918530090818
Uxbridge,Eastcote,53,2764,364,6859.590397256126
Uxbridge,Edgware Road,6,2764,6868,27576.43982663623
Uxbridge,Elephant & Castle,13,2764,6427,32534.157818712116
Uxbridge,Elm Park,0,2764,269,52852.59214781208
Uxbridge,Embankment,7,2764,10220,30191.12043482458
Uxbridge,Euston,0,2764,16800,29891.179513216754
Uxbridge,Euston Square,77,2764,8093,27988.371954144397
Uxbridge,Fairlop,0,2764,182,50045.128055095476
Uxbridge,Farringdon,138,2764,25592,30885.80093310592
Uxbridge,Finchley Central,0,2764,1921,40010.534164814395
Uxbridge,Finchley Road,70,2764,3417,23007.035888101218
Uxbridge,Finsbury Park,5,2764,6769,31940.745381759432
Uxbridge,Fulham Broadway,3,2764,4200,28505.613484898542
Uxbridge,Gants Hill,1,2764,601,45388.13340893517
Uxbridge,Gloucester Road,11,2764,5194,27905.58541000162
Uxbridge,Goldhawk Road,0,2764,370,25602.462980434593
Uxbridge,Great Portland Street,57,2764,6936,27368.42508498092
Uxbridge,Green Park,27,2764,26754,29325.722193452817
Uxbridge,Greenford,1,2764,1157,30467.82212918127
Uxbridge,Gunnersbury,0,2764,4775,23990.056349502658
Uxbridge,Hainault,0,2764,356,50923.79247562504
Uxbridge,Hammersmith,73,2764,18250,24596.892861443666
Uxbridge,Harlesden,1,2764,1668,27693.52369154444
Uxbridge,Harrow & Wealdstone,1,2764,1335,36358.04064375374
Uxbridge,Harrow-on-the-Hill,166,2764,3019,11284.83354875134
Uxbridge,Hatton Cross,0,2764,1219,32288.33572732627
Uxbridge,High Barnet,0,2764,953,46263.53725625346
Uxbridge,High Street Kensington,4,2764,5427,28296.317497648553
Uxbridge,Highbury & Islington,4,2764,25385,29883.42527225721
Uxbridge,Highgate,1,2764,856,35890.993133716205
Uxbridge,Hillingdon,62,2764,318,2144.402930417613
Uxbridge,Holborn,19,2764,22346,29986.511342198966
Uxbridge,Holland Park,1,2764,2063,29537.040492883123
Uxbridge,Holloway Road,4,2764,1696,31677.76667321598
Uxbridge,Hounslow Central,0,2764,708,28005.835917708595
Uxbridge,Hounslow East,0,2764,843,27260.15939392001
Uxbridge,Hounslow West,0,2764,401,29484.903417143087
Uxbridge,Hyde Park Corner,3,2764,2410,30105.59232081115
Uxbridge,Ickenham,104,2764,282,3268.8335153272096
Uxbridge,Kennington,0,2764,1161,32724.944042099905
Uxbridge,Kensal Green,0,2764,472,27901.533496964912
Uxbridge,Kentish Town,0,2764,3404,32542.686829840553
Uxbridge,Kew Gardens,2,2764,792,25770.278827854287
Uxbridge,Kilburn,6,2764,1953,21310.601512597455
Uxbridge,Kilburn Park,0,2764,823,30095.949853881582
Uxbridge,King's Cross St. Pancras,76,2764,33330,29027.82595617498
Uxbridge,Kingsbury,8,2764,1018,18657.49378524099
Uxbridge,Knightsbridge,14,2764,6821,29957.68999034902
Uxbridge,Ladbroke Grove,4,2764,2131,27781.40027791265
Uxbridge,Lambeth North,3,2764,1319,31538.45169974495
Uxbridge,Lancaster Gate,0,2764,1820,30187.864848260153
Uxbridge,Latimer Road,1,2764,1109,27121.83623069423
Uxbridge,Leicester Square,3,2764,8847,29653.677069909358
Uxbridge,Leyton,0,2764,1447,39418.61510152841
Uxbridge,Leytonstone,1,2764,1844,41082.48112296338
Uxbridge,Liverpool Street,90,2764,61122,32488.05957078097
Uxbridge,London Bridge,49,2764,29930,32719.519373672683
Uxbridge,Loughton,0,2764,655,49937.512560949595
Uxbridge,Maida Vale,0,2764,949,30085.265000632433
Uxbridge,Manor House,2,2764,1311,33056.870857406866
Uxbridge,Mansion House,1,2764,7815,32397.9780259747
Uxbridge,Marble Arch,0,2764,6145,28969.285950569527
Uxbridge,Marylebone,1,2764,4250,27079.91030057689
Uxbridge,Mile End,5,2764,3759,36526.615947934566
Uxbridge,Moor Park,9,2764,550,20745.59873913441
Uxbridge,Moorgate,71,2764,24574,32053.979551807253
Uxbridge,Morden,0,2764,1447,44229.37288015555
Uxbridge,Neasden,8,2764,732,18093.89547729703
Uxbridge,Newbury Park,0,2764,559,47745.886813232886
Uxbridge,North Acton,1,2764,3168,24187.250999457927
Uxbridge,North Ealing,4,2764,332,18269.253625497753
Uxbridge,North Greenwich,9,2764,6276,39713.74074003064
Uxbridge,North Harrow,3,2764,190,13264.422548164015
Uxbridge,Northfields,0,2764,864,22801.095006170595
Uxbridge,Northolt,0,2764,663,32286.225872736926
Uxbridge,Northwick Park,68,2764,1713,12587.949779300858
Uxbridge,Northwood,5,2764,1018,18527.382620730175
Uxbridge,Northwood Hills,28,2764,488,16940.742580135506
Uxbridge,Notting Hill Gate,0,2764,5490,29256.945933861196
Uxbridge,Oakwood,0,2764,423,43013.772179026266
Uxbridge,Old Street,16,2764,15897,31728.75204193164
Uxbridge,Osterley,1,2764,521,26292.68311199836
Uxbridge,Oval,2,2764,2544,33640.089362503575
Uxbridge,Oxford Circus,32,2764,44368,28315.178793904586
Uxbridge,Paddington,10,2764,20198,28365.053671797534
Uxbridge,Park Royal,38,2764,1552,17169.620011977204
Uxbridge,Parsons Green,1,2764,2711,29207.944482227747
Uxbridge,Perivale,0,2764,532,28871.413729810134
Uxbridge,Piccadilly Circus,22,2764,13641,29278.993952923953
Uxbridge,Pimlico,3,2764,5585,31935.149307683423
Uxbridge,Pinner,4,2764,292,14782.136869555881
Uxbridge,Plaistow,0,2764,1049,39890.62470621866
Uxbridge,Preston Road,21,2764,411,14321.065955651873
Uxbridge,Putney Bridge,4,2764,2494,30202.383318874607
Uxbridge,Queen's Park,1,2764,2167,29286.13239469452
Uxbridge,Queensbury,10,2764,439,19903.479432635868
Uxbridge,Queensway,0,2764,1882,29895.25651157471
Uxbridge,Ravenscourt Park,1,2764,1895,23762.327401527225
Uxbridge,Rayners Lane,39,2764,426,8678.907420760703
Uxbridge,Redbridge,0,2764,198,43930.392012918244
Uxbridge,Regent's Park,0,2764,3364,27337.145045223377
Uxbridge,Richmond,9,2764,5397,27938.399063592766
Uxbridge,Rickmansworth,3,2764,937,24142.790058899453
Uxbridge,Royal Oak,0,2764,856,29302.336132305492
Uxbridge,Ruislip,59,2764,257,5054.491382224358
Uxbridge,Ruislip Manor,167,2764,408,5733.372675375796
Uxbridge,Russell Square,7,2764,5172,29898.30366191011
Uxbridge,Seven Sisters,5,2764,10191,35346.69765678895
Uxbridge,Shepherd's Bush,1,2764,9890,28625.37983221076
Uxbridge,Shepherd's Bush Market,0,2764,416,26041.74280219301
Uxbridge,Sloane Square,3,2764,8229,29830.11266860141
Uxbridge,Snaresbrook,0,2764,512,42740.690186625056
Uxbridge,South Ealing,0,2764,670,22348.158640795984
